,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure
1243,FOO KIM LIN ROAD,TROPIKA EAST,OCR,1.343517274002604,103.89243809418811,14540.883778114485,14,Freehold
1244,EMERALD HILL ROAD,RESIDENCES AT EMERALD HILL,CCR,1.2752757983553362,103.8689721563741,25129.87012987013,09,Freehold
1245,PENHAS ROAD,RESIDENTIAL APARTMENTS,RCR,1.2986615526364613,103.8730270335782,11198.120039936204,08,Freehold
1246,DAISY ROAD,CLYDESWOOD,OCR,1.3026656123527307,103.90774261507596,10853.943759858985,13,Freehold
1247,KAMPONG EUNOS,EUNOS PARK,OCR,1.3427243449349213,103.88197236833493,9742.859330120198,14,Freehold
1248,MERGUI ROAD,MERGUI MANSIONS,RCR,1.2879779217175042,103.88068424285967,10377.99792504517,08,Freehold
1249,GEYLANG EAST AVENUE 2,SIMSVILLE,RCR,1.325400842504937,103.8803842944291,10606.19312022649,14,99 yrs lease commencing from 1994
1250,EVELYN ROAD,RESIDENCES @ EVELYN,CCR,1.2757098149289974,103.87958575503788,20584.488711107308,11,Freehold
1251,CAIRNHILL ROAD,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,CCR,1.2723786599252476,103.87160456007489,38992.62045492773,09,Freehold
1252,LORONG 34 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.3245618759818911,103.87663521374375,9878.048780487805,14,Freehold
1253,KILLINEY ROAD,KILLINEY 118,CCR,1.2746181786404847,103.86160619990976,20704.68706545728,09,Freehold
1254,LORONG 33 GEYLANG,EN FU MANSIONS,RCR,1.3240696137333823,103.87905737718057,8598.925946862635,14,Freehold
1255,ANDERSON ROAD,NOUVEL 18,CCR,1.2644700281211667,103.87439452727826,34496.82515832404,10,Freehold
1256,NEWTON ROAD,NEWTON 18,CCR,1.2773783026820498,103.87782728516143,19147.70477637372,11,Freehold
1257,CHANGI ROAD,SUITES@CHANGI,RCR,1.3413873043769617,103.88055890458796,14134.767645413753,14,Freehold
1258,WHITLEY ROAD,VILLA DES FLORES,CCR,1.2733044351628966,103.88824431637126,13182.290380315048,11,Freehold
1259,RACE COURSE ROAD,RACE COURSE 138,RCR,1.2885997998031153,103.87338060900426,10547.399300824962,08,Freehold
1260,PROME ROAD,NOVA 48,RCR,1.2853924043103568,103.88851001341925,13353.786467394644,12,Freehold
1261,RIVER VALLEY ROAD,THE VERV @ RV,CCR,1.2708802728468305,103.86003943244525,19293.394777265745,09,Freehold
1262,LORONG MELAYU,D'OASIA,OCR,1.3469315591507316,103.88317033878515,12650.551470588236,14,Freehold
1263,ARDMORE PARK,LE NOUVEL ARDMORE,CCR,1.2640554030101445,103.87398173459827,45475.662594660644,10,Freehold
1264,GUILLEMARD ROAD,RESIDENTIAL APARTMENTS,RCR,1.314829247630148,103.8732786992541,8032.808025692975,14,Freehold
1265,FARRER ROAD,WATERFALL GARDENS,CCR,1.2408685932058574,103.87520452319414,17558.39460784314,10,Freehold
1266,CHERRY AVENUE,VILLA AZURA,CCR,1.228820078523474,103.89476490362777,15283.675734575467,10,Freehold
1267,LEONIE HILL,LEONIE GARDENS,CCR,1.2688769646583038,103.86210849406635,15213.25117314889,09,99 yrs lease commencing from 1990
1268,OXLEY RISE,HOLLYWOOD APARTMENTS,CCR,1.2792600413897932,103.85992982281012,16657.608695652172,09,Freehold
1269,STEVENS ROAD,LOFT @ STEVENS,CCR,1.262354607681778,103.88134936776044,20157.081268244576,10,Freehold
1270,JALAN MASJID,BLISS RESIDENCES,OCR,1.3488143395484715,103.88362688478207,12646.824017754068,14,Freehold
1271,CLEMENCEAU AVENUE NORTH,CAVENAGH HOUSE,CCR,1.276860144375831,103.87147690283548,17415.28042639732,09,Freehold
1272,NEWTON ROAD,NEWTON 21,CCR,1.2766839917184778,103.87842985862162,18894.270890353662,11,Freehold
1273,LORONG 35 GEYLANG,FUYUEN COURT,RCR,1.3254855680861555,103.87945108643324,9161.525536932024,14,Freehold
1274,CHANCERY HILL ROAD,VILLA CHANCERITA,CCR,1.274524155201143,103.88899718668685,15001.188354129532,11,Freehold
1275,HOLT ROAD,SEVEN HOLT ROAD,CCR,1.2619063814979878,103.85738928662755,16052.050396136015,10,Freehold
1276,TEO KIM ENG ROAD,CASCATA,OCR,1.3452697434566467,103.89184685347965,11072.598842018197,14,Freehold
1277,OXLEY ROAD,OXLEY RESIDENCE,CCR,1.2777299995731473,103.86039445830546,22466.53019984458,09,Freehold
1278,LORONG 27A GEYLANG,SIMS GREEN,RCR,1.3208529105894962,103.87790325529664,8625.024808327807,14,99 yrs lease commencing from 2001
1279,SHELFORD ROAD,18 SHELFORD,CCR,1.2488759729764614,103.8907680562596,17784.682012898367,11,Freehold
1280,ORCHARD ROAD,DELFI ORCHARD,CCR,1.2646143491898938,103.87075674233998,20000.0,09,Freehold
1281,SCOTTS ROAD,SCOTTS SQUARE,CCR,1.269250182026437,103.86938706795266,35179.69294453544,09,Freehold
1282,LORONG 40 GEYLANG,PARK 1 SUITES,RCR,1.325886543077555,103.87757879158232,14784.072889590158,14,Freehold
1283,NASSIM HILL,19 NASSIM,CCR,1.2574278487787431,103.87014603868745,37684.88833072401,10,99 yrs lease commencing from 2019
1284,LORONG 3 TOA PAYOH,TREVISTA,RCR,1.2830391500563696,103.90147487424336,14746.951361897794,12,99 yrs lease commencing from 2008
1285,SCOTTS ROAD,REIGNWOOD HAMILTON SCOTTS,CCR,1.272160472781637,103.87496528751298,31706.96875,09,Freehold
1286,PECK HAY ROAD,CITYVISTA RESIDENCES,CCR,1.273784250249642,103.8727096066593,20314.790093477066,09,Freehold
1287,HOLLAND ROAD,THE HOLLAND COLLECTION,CCR,1.2436803482180099,103.87244843729954,17985.061664061144,10,Freehold
1288,MAKEWAY AVENUE,THE ATELIER,CCR,1.2778461990986936,103.87642432385304,30249.01844950806,09,Freehold
1289,SING JOO WALK,JOOL SUITES,RCR,1.2912359858113291,103.87873650984848,15031.187548962445,08,Freehold
1290,CAIRNHILL ROAD,TRENDALE TOWER,CCR,1.2720609040005395,103.87320884198138,17114.093959731545,09,Freehold
1291,DAKOTA CRESCENT,DAKOTA RESIDENCES,RCR,1.3235829829872185,103.86994454784626,15363.037877847844,14,99 yrs lease commencing from 2007
1292,ZION CLOSE,MILL POINT,CCR,1.2666948975895727,103.85650715896104,19427.809655057546,10,999 yrs lease commencing from 1877
1293,CUSCADEN WALK,3 CUSCADEN,CCR,1.2655397905665167,103.86753294331263,38919.73528352846,10,Freehold
1294,BALMORAL ROAD,VENTUNO BALMORAL,CCR,1.2691301495804366,103.8794811134641,16912.66132752427,10,Freehold
1295,MARTIN ROAD,MARTIN EDGE,CCR,1.2737538377491144,103.85601010343257,16325.431034482757,09,Freehold
1296,LORONG SALLEH,SUNNY LODGE,OCR,1.3436195862779632,103.88785295441846,14882.603868236052,14,Freehold
1297,MAR THOMA ROAD,MAR THOMA MANSIONS,RCR,1.299557328966929,103.8913581058655,9195.878977569118,12,999 yrs lease commencing from 1882
1298,ENG NEO AVENUE,ORCHID APARTMENTS,CCR,1.2347185281343565,103.89772036902062,15062.770562770565,11,Freehold
1299,HOLLAND AVENUE,WILLYN VILLE,CCR,1.2323972763520235,103.8754092536201,18646.89843217451,10,Freehold
1300,RANGOON ROAD,R66 APARTMENTS,RCR,1.2907058416556272,103.8774463164754,13610.647006574043,08,Freehold
1301,SING JOO WALK,8 FARRER SUITES,RCR,1.2910245630280968,103.87851843392265,18159.930726951727,08,Freehold
1302,HOLLAND ROAD,THE SERENADE @ HOLLAND,CCR,1.2156894975005639,103.88197021628847,13339.003766942062,10,99 yrs lease commencing from 2001
1303,SHAN ROAD,THE MARQUE @ IRRAWADDY,RCR,1.282256670711449,103.88936290979062,13897.236803547194,12,Freehold
1304,JERVOIS CLOSE,JERVOIS JADE APARTMENTS,CCR,1.2613718199860067,103.85612639769134,11504.904982514438,10,99 yrs lease commencing from 1998
1305,ST. THOMAS WALK,SKYPARK,CCR,1.2722274520672694,103.860818519887,16966.442460503607,09,Freehold
1306,MEYAPPA CHETTIAR ROAD,RIDGE COURT,RCR,1.303851843929668,103.8941015831533,10567.685589519651,13,Freehold
1307,FLANDERS SQUARE,RESIDENTIAL APARTMENTS,RCR,1.2934917980012084,103.87558725340246,9612.480351333888,08,Freehold
1308,RODYK STREET,WATERMARK ROBERTSON QUAY,CCR,1.2741120742327756,103.85353779710414,20122.668550203747,09,Freehold
1309,PECK HAY ROAD,CASA CAIRNHILL,CCR,1.2757633991778075,103.87168079035702,17972.04574619278,09,Freehold
1310,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,1.287516791041499,103.90271016720789,16755.99701732353,12,99 yrs lease commencing from 2015
1311,JALAN MASJID,KEMBANGAN PLAZA,OCR,1.3493370376268525,103.8838716446034,10800.30487804878,14,Freehold
1312,CAVENAGH ROAD,HIJAUAN,CCR,1.2773444456705925,103.86720265163973,20627.99210440908,09,Freehold
1313,SHANGHAI ROAD,THE MERCURY,CCR,1.263369529315747,103.85978972469655,18747.856585745845,10,Freehold
1314,MANDALAY ROAD,MONARCHY APARTMENTS,CCR,1.286412322111973,103.88825790154208,11556.17450991546,11,Freehold
1315,PAYA LEBAR ROAD,PAYA LEBAR RESIDENCES,RCR,1.3280287814776424,103.88103528164403,13943.34074061502,14,Freehold
1316,BALMORAL ROAD,BALMORAL TOWER,CCR,1.2698194951874235,103.88017471220881,17241.379310344826,10,Freehold
1317,KILLINEY ROAD,LA CRYSTAL,CCR,1.2730778833964345,103.85982686459367,18543.783547901923,09,Freehold
1318,CAIRNHILL ROAD,URBAN RESORT CONDOMINIUM,CCR,1.274218472795577,103.86794519051257,26292.36929055376,09,Freehold
1319,CAIRNHILL ROAD,CAIRNHILL NINE,CCR,1.2736481904944204,103.86708946276367,27243.007449340163,09,99 yrs lease commencing from 2014
1320,LORONG SARINA,CASA SARINA,OCR,1.3439164912722432,103.88431545434815,10906.149836995544,14,Freehold
1321,LORONG MARICAN,RESIDENCES 88,OCR,1.3444698532320352,103.88973812874826,13429.747059332298,14,Freehold
1322,WILKIE TERRACE,HOCK MANSION,CCR,1.284830061190666,103.86605433383983,13766.666666666668,09,Freehold
1323,SURREY ROAD,SURREY POINT,CCR,1.2778191427873544,103.87952100049344,21856.42432556013,11,Freehold
1324,PERUMAL ROAD,UPTOWN @ FARRER,RCR,1.2919561029583155,103.87648637619014,20285.901892522892,08,99 yrs lease commencing from 2017
1325,CAIRNHILL ROAD,CAIRNHILL MANSIONS,CCR,1.2722438157060505,103.87238960398187,29986.74618952949,09,Freehold
1326,ELLIOT ROAD,ELLIOT AT THE EAST COAST,OCR,1.367840545984611,103.87477011789974,15479.141169889073,15,Freehold
1327,LORONG L TELOK KURAU,THE ESPIRA,OCR,1.3513587638951519,103.87588827699179,11537.785042430276,15,Freehold
1328,HILLSIDE DRIVE,HILBRE28,OCR,1.311463678083457,103.92403752898922,15230.845455123314,19,999 yrs lease commencing from 1876
1329,LORONG M TELOK KURAU,LE MERRITT,OCR,1.3501807513906423,103.87441092391863,12671.957671957673,15,Freehold
1330,UPPER CHANGI ROAD NORTH,PARC KOMO,OCR,1.406709156198171,103.92460525300415,16522.27534025736,17,Freehold
1331,JALAN LOYANG BESAR,JLB RESIDENCES,OCR,1.3975533296336176,103.94221401233227,10093.40012220853,17,946 yrs lease commencing from 1937
1332,TOH TUCK ROAD,SIGNATURE PARK,RCR,1.2034961421791786,103.90459482814735,13125.067954827919,21,Freehold
1333,LORONG 101 CHANGI,POMEX COURT,RCR,1.3361360898661567,103.87849545349968,16868.55091969493,15,Freehold
1334,LORONG KILAT,RESIDENTIAL APARTMENTS,RCR,1.2084228681917302,103.90442748736565,8487.232205271597,21,Freehold
1335,PUNGGOL DRIVE,RIVERPARC RESIDENCE,OCR,1.3538164566132138,103.9610000835437,9485.958495589588,19,99 yrs lease commencing from 2010
1336,LORONG G TELOK KURAU,PALM VISTA,OCR,1.3461372511883698,103.88106261453204,11740.662520424643,15,Freehold
1337,UPPER EAST COAST ROAD,IDYLLIC EAST,OCR,1.3830196267089505,103.8796137741808,13251.186956962023,16,Freehold
1338,UPPER EAST COAST ROAD,RICH EAST GARDEN,OCR,1.3741695414641568,103.876724494704,10336.551442568536,16,Freehold
1339,TELOK KURAU ROAD,THE COTZ,OCR,1.3475369605046124,103.87689645485769,13953.923719636567,15,Freehold
1340,DUNMAN LANE,D-MANSIONS,RCR,1.3316150898353187,103.87225128779369,10697.559575602134,15,Freehold
1341,BEDOK RIA CRESCENT,STRATFORD COURT,OCR,1.3882960230702852,103.89192031909194,8606.593056499625,16,99 yrs lease commencing from 1995
1342,OLD UPPER THOMSON ROAD,ADANA @ THOMSON,OCR,1.2642169211503942,103.93265499882492,17850.348882047372,20,Freehold
1343,TANJONG RHU ROAD,PEBBLE BAY,RCR,1.3074708925964904,103.86172707808723,15155.12253979876,15,99 yrs lease commencing from 1994
1344,ARTHUR ROAD,ARTHUR MANSIONS,RCR,1.323677438251561,103.86253484582151,15986.842105263157,15,Freehold
1345,LORONG 101 CHANGI,OLLOI,RCR,1.3361360898661567,103.87849545349968,18242.406411534077,15,Freehold
1346,EAST COAST ROAD,OCEAN PARK,OCR,1.3557348093088024,103.87184705614467,14938.314909074234,15,Freehold
1347,SERANGOON AVENUE 3,CHILTERN PARK,OCR,1.2996917366772929,103.91364883868903,10636.163337797314,19,99 yrs lease commencing from 1991
1348,MEYER ROAD,THE ATRIA AT MEYER,RCR,1.3256386474110764,103.8603294885222,16701.359474799163,15,Freehold
1349,ROSE LANE,ESTIQUE,RCR,1.3303163113518943,103.87359647540352,12417.664574737762,15,Freehold
1350,FLORA DRIVE,THE INFLORA,OCR,1.403294573412958,103.91954011977128,11324.189750967991,17,99 yrs lease commencing from 2012
1351,TANJONG KATONG ROAD,RESIDENTIAL APARTMENTS,RCR,1.3327466584834684,103.86963098923766,12990.630383957803,15,Freehold
1352,HIGHLAND ROAD,HIGHLAND CONDOMINIUM,OCR,1.3164632501483906,103.9226693682794,10489.74222179111,19,Freehold
1353,TEOW HOCK AVENUE,TREASURE GARDENS,OCR,1.316513950911304,103.92476263529423,10700.75099304866,19,Freehold
1354,LORONG K TELOK KURAU,SUNNY PARC,OCR,1.3514601836436748,103.87691162726077,11769.230769230771,15,Freehold
1355,KOVAN ROAD,KOVAN PRIMERA,OCR,1.3145770417039924,103.91826846157318,9235.668789808917,19,Freehold
1356,COMPASSVALE BOW,SENGKANG GRAND RESIDENCES,OCR,1.3290456652413185,103.94522619160001,18620.24272140423,19,99 yrs lease commencing from 2018
1357,JALAN RAJAWALI,PALM RESIDENCE,RCR,1.2049514125492398,103.90661499442909,9775.828460038985,21,Freehold
1358,UPPER EAST COAST ROAD,THE DAFFODIL,OCR,1.3825794780700122,103.87954806330151,11893.990866566357,16,Freehold
1359,RIVIERA DRIVE,RIVIERA RESIDENCES,OCR,1.3790688241410038,103.87973119289629,14357.599999574832,16,Freehold
1360,LORONG K TELOK KURAU,KINGS APARTMENTS,OCR,1.3443797018189305,103.87546163270059,10750.839470235715,15,Freehold
1361,UPPER SERANGOON ROAD,SUNSHINE LODGE,OCR,1.3078207052549402,103.90865017499114,10372.353673723537,19,Freehold
1362,HAIG ROAD,DUNMAN VIEW,RCR,1.3336635612678762,103.8735163843907,11506.186531725878,15,99 yrs lease commencing from 1997
1363,UPPER EAST COAST ROAD,THE SUMMIT,OCR,1.3776539873340325,103.88022969596138,12993.072326871148,16,Freehold
1364,LORONG K TELOK KURAU,COSTA ESTE,OCR,1.3462301439496152,103.875831041286,12123.120980808522,15,Freehold
1365,JALAN JURONG KECHIL,THE HILLFORD,RCR,1.2052184568413868,103.907631744424,12789.511226367318,21,60 yrs lease commencing from 2013
1366,KING ALBERT PARK,KAP RESIDENCES,RCR,1.2151412672573096,103.9002289040284,17903.010429237,21,Freehold
1367,AMBER GARDENS,VERTIS,RCR,1.3367109993454571,103.86492608087144,15019.867363818978,15,Freehold
1368,JOO CHIAT LANE,D'SUNRISE,RCR,1.3376744664809408,103.87555629771559,12452.361508098546,15,Freehold
1369,BUKIT DRIVE,THE RAINTREE,OCR,1.2103373177914127,103.91158855918367,11644.043268580534,21,99 yrs lease commencing from 2003
1370,MARYMOUNT TERRACE,TRESALVEO,RCR,1.2770469698465512,103.91433878905383,15845.921298586096,20,Freehold
1371,EAST COAST ROAD,THE RED HOUSE,RCR,1.3400968670747304,103.86879938281334,15966.31801573556,15,99 yrs lease commencing from 2012
1372,JALAN LOYANG BESAR,THE EDGEWATER,OCR,1.4016958543919584,103.94340767214719,8599.159515855907,17,Freehold
1373,LORONG K TELOK KURAU,SUNSHINE GRANDEUR,OCR,1.346727563525652,103.87659245189194,10591.836734693878,15,Freehold
1374,LORONG M TELOK KURAU,NATURALIS,OCR,1.3451600497142917,103.87327902724701,13073.1714276805,15,Freehold
1375,JOO CHIAT TERRACE,EASTWIND MANSIONS,RCR,1.3389957904321854,103.87780818158417,10646.702693289992,15,Freehold
1376,FLORENCE ROAD,FIORENZA,OCR,1.3224945183263543,103.92683992068602,12005.26504635605,19,Freehold
1377,PAYA LEBAR CRESCENT,TANGERINE GROVE,OCR,1.317227741586472,103.91311935894149,12545.083514047226,19,Freehold
1378,LORONG G TELOK KURAU,EAST BAY GARDENS,OCR,1.3492705436566625,103.88154527292976,8868.128947852572,15,99 yrs lease commencing from 1995
1379,SANDY LANE,SANDY EIGHT,RCR,1.3297883000468065,103.87560067658167,18553.695036461708,15,Freehold
1380,DUNMAN ROAD,CASERO @ DUNMAN,RCR,1.3303822746588854,103.87327788691505,12857.555868104391,15,Freehold
1381,HAIGSVILLE DRIVE,TROPICS @ HAIGSVILLE,RCR,1.334568486363198,103.87373773733584,12731.440547532502,15,Freehold
1382,SUNSET CLOSE,SUNSET LODGE,OCR,1.2013547592399274,103.88748683330375,11068.959527531699,21,Freehold
1383,FOWLIE ROAD,SYCAMORE TREE,RCR,1.3401108861291064,103.87113939909258,16430.021367521367,15,Freehold
1384,PASIR RIS GROVE,LIVIA,OCR,1.3796065306816525,103.93574557440763,9221.425049927386,18,99 yrs lease commencing from 2008
1385,UPPER SERANGOON ROAD,PARK RESIDENCES KOVAN,OCR,1.3184215203887146,103.92118741189262,16490.72271152271,19,Freehold
1386,RAMBAI ROAD,SUNSHINE REGENCY,RCR,1.3419811196368479,103.87496996760494,12601.303924360634,15,Freehold
1387,UPPER EAST COAST ROAD,BALCON EAST,OCR,1.3791845174602262,103.8782776001665,12815.384001696431,16,Freehold
1388,FLORA DRIVE,PALM ISLES,OCR,1.4009599491885474,103.91931481113383,10458.824070055181,17,99 yrs lease commencing from 2011
1389,UPPER EAST COAST ROAD,SEA PAVILION RESIDENCES,OCR,1.3800293055857002,103.87859617879612,18957.862938910643,16,Freehold
1390,IPOH LANE,IMPERIAL HEIGHTS,RCR,1.3317469366145165,103.87500833643439,14751.537308713236,15,Freehold
1391,TELOK KURAU ROAD,PARC ELEGANCE,OCR,1.345571338828196,103.88136385646933,13569.301432019842,15,Freehold
1392,ONAN ROAD,JOO CHIAT APARTMENT,RCR,1.33894967822686,103.87247686654815,8795.811518324608,15,Freehold
1393,SERANGOON AVENUE 2,SUNGLADE,OCR,1.3074038261964007,103.91228655997335,12169.223664542587,19,99 yrs lease commencing from 2000
1394,PUNGGOL CENTRAL,PARC CENTROS,OCR,1.3408062824496074,103.9667003654633,12721.767485812688,19,99 yrs lease commencing from 2012
1395,SENGKANG EAST AVENUE,RIVERSOUND RESIDENCE,OCR,1.3391964677878156,103.94429051811063,10660.225791900135,19,99 yrs lease commencing from 2011
1396,BUKIT TIMAH ROAD,THE CASCADIA,RCR,1.2234240899540367,103.89734315820942,17653.377350545554,21,Freehold
1397,SANDILANDS ROAD,BREEZY MANSIONS,OCR,1.3144786618640896,103.92546727504077,9758.199785177228,19,999 yrs lease commencing from 1886
1398,LORONG M TELOK KURAU,HOMEY GARDENS,OCR,1.3454633397971403,103.87322129890707,11495.228112867797,15,Freehold
1399,LORONG H TELOK KURAU,SHIRO,OCR,1.3446464936295335,103.878941268064,14372.107660455487,15,Freehold
1400,KOVAN RISE,KOVAN REGENCY,OCR,1.3219485433458884,103.92679020118699,14952.073795301778,19,99 yrs lease commencing from 2012
1401,TAMPINES LANE,TREASURE AT TAMPINES,OCR,1.3848674980516316,103.90842613739565,14723.464794140475,18,99 yrs lease commencing from 2018
1402,JOO CHIAT PLACE,STRAITS RESIDENCES,RCR,1.3411547039219995,103.87709567396408,14384.0500073117,15,Freehold
1403,AMBER ROAD,16 @ AMBER,RCR,1.3354306843427632,103.86328117013427,18025.4637835283,15,Freehold
1404,COMPASSVALE BOW,JEWEL @ BUANGKOK,OCR,1.3285576805772417,103.94438872900594,14186.812546262032,19,99 yrs lease commencing from 2012
1405,HEMMANT ROAD,VERSAILLES,RCR,1.3270710969726378,103.87522877102249,12169.330481106013,15,Freehold
1406,GREEN LANE,GREENLANE APARTMENTS,RCR,1.3297523488669438,103.87453663702297,12000.0,15,Freehold
1407,TERRASSE LANE,TERRASSE,OCR,1.3135235757042685,103.93163414708475,11869.752284963984,19,99 yrs lease commencing from 2010
1408,EASTWOOD ROAD,EASTWOOD GREEN,OCR,1.3917036410840824,103.88584569677487,9242.440851416302,16,99 yrs lease commencing from 1995
1409,BISHAN STREET 25,CLOVER BY THE PARK,RCR,1.2825664652485151,103.92319410887941,13760.730838477364,20,99 yrs lease commencing from 2007
1410,SERANGOON AVENUE 3,THE SPRINGBLOOM,OCR,1.2989195654362677,103.9140158836173,11353.47528065139,19,99 yrs lease commencing from 1995
1411,HAIG AVENUE,ROSE MAISON,RCR,1.3363223043851433,103.87119705338793,11100.91743119266,15,Freehold
1412,BUTTERWORTH LANE,BUTTERWORTH 33,RCR,1.3322440909687085,103.87633901807848,12072.659925851027,15,Freehold
1413,PULASAN ROAD,THE SERENNIA,RCR,1.3428823018384717,103.87496205934536,12639.045806452215,15,Freehold
1414,LUCKY HEIGHTS,LUCKY COURT,OCR,1.3783910734363656,103.881993404157,11662.479338842975,16,Freehold
1415,BEDOK RESERVOIR VIEW,AQUARIUS BY THE PARK,OCR,1.3725462941036894,103.90079401592386,9603.399381589537,16,99 yrs lease commencing from 1996
1416,TOH TUCK ROAD,THE CREEK @ BUKIT,RCR,1.2051419656818543,103.90201644057029,17373.85595480897,21,Freehold
1417,JALAN LOYANG BESAR,LE LOYANG,OCR,1.3932625644890646,103.94147940644535,8190.3957324916355,17,999 yrs lease commencing from 1885
1418,EAST COAST ROAD,MODA,RCR,1.3396694724857172,103.86774415488615,16908.390570153624,15,Freehold
1419,HUME AVENUE,SYMPHONY HEIGHTS,OCR,1.2027592380082597,103.91997446493731,12486.325440918356,21,Freehold
1420,SIMEI RISE,SAVANNAH CONDOPARK,OCR,1.397782532394376,103.91314917377436,8721.858267105354,18,99 yrs lease commencing from 2000
1421,LEW LIAN VALE,JADE RESIDENCES,OCR,1.3142192106583872,103.912317535176,16026.843395660759,19,Freehold
1422,KOVAN ROAD,VIBES @ KOVAN,OCR,1.3140648893464364,103.91809855192358,13776.26639736173,19,Freehold
1423,LORONG N TELOK KURAU,TREESCAPE,OCR,1.3532724427205653,103.87468145774272,15480.065847642982,15,Freehold
1424,LORONG G TELOK KURAU,ESPIRA SUITES,OCR,1.3492773660138568,103.88090537053303,14503.39765022692,15,Freehold
1425,TANJONG RHU ROAD,CASUARINA COVE,RCR,1.3105899777965286,103.8611040863054,13122.674228816335,15,99 yrs lease commencing from 1993
1426,SIGLAP LINK,SEASIDE RESIDENCES,OCR,1.3634578480067918,103.87099328132896,19192.16845363972,15,99 yrs lease commencing from 2016
1427,UPPER PAYA LEBAR ROAD,FRAGRANT GARDENS,OCR,1.3160009082933353,103.91007013196206,10446.711121157323,19,Freehold
1428,UPPER SERANGOON ROAD,RESIDENTIAL APARTMENTS,OCR,1.3241138856295636,103.9260681901213,9498.413758557355,19,9999 yrs lease commencing from 2004
1429,SIMEI STREET 3,MY MANHATTAN,OCR,1.3903667276048874,103.90510276855596,13783.63321229222,18,99 yrs lease commencing from 2010
1430,UPPER SERANGOON ROAD,CHOON KIM HOUSE,OCR,1.3157535171206665,103.91778424248913,10850.13663585092,19,Freehold
1431,JOO CHIAT TERRACE,EURO-ASIA LODGE,RCR,1.3386309571458552,103.87785265330113,11770.713640469738,15,Freehold
1432,TAMPINES STREET 86,THE SANTORINI,OCR,1.3649539691363994,103.91496312015413,11418.924813910135,18,99 yrs lease commencing from 2013
1433,ANCHORVALE CRESCENT,OLA,OCR,1.3293279089546575,103.96010668174908,12350.452769686319,19,99 yrs lease commencing from 2018
1434,JALAN ANAK BUKIT,SHERWOOD TOWER,RCR,1.2144081761350212,103.90200680572161,7901.030401523382,21,99 yrs lease commencing from 1976
1435,SERAYA LANE,SERAYA COURT,RCR,1.336207866698549,103.87029190498215,8354.833161334709,15,Freehold
1436,JOO CHIAT TERRACE,ONE EIGHTIES RESIDENCES,RCR,1.3419572171310494,103.87851855588896,15446.984197035039,15,Freehold
1437,LOYANG BESAR CLOSE,WATERCREST,OCR,1.3952282020362308,103.94098954784863,8506.469819430267,17,999 yrs lease commencing from 1885
1438,AMBER GARDENS,AMBER PARK,RCR,1.3358132720975588,103.86400214288696,26566.86408765865,15,Freehold
1439,LORONG M TELOK KURAU,MERIDIAN 38,OCR,1.347536152236086,103.87386857185955,13359.441456396622,15,Freehold
1440,JALAN PELIKAT,THE PROMENADE@PELIKAT,OCR,1.324385047129275,103.91857992762715,12213.70802292137,19,Freehold
1441,STILL ROAD,STILL MANSIONS,OCR,1.3452425813748283,103.87241809620132,10511.561228264893,15,Freehold
1442,TAMPINES STREET 34,THE EDEN AT TAMPINES,OCR,1.3961495959126373,103.91923217201872,8542.71545335543,18,99 yrs lease commencing from 2000
1443,TAMPINES AVENUE 1,THE TROPICA,OCR,1.3640484977336458,103.91204612685766,9234.908643050288,18,99 yrs lease commencing from 1996
1444,TANAH MERAH KECHIL LINK,URBAN VISTA,OCR,1.38139431841068,103.89102842056153,14816.646996144911,16,99 yrs lease commencing from 2012
1445,LORONG L TELOK KURAU,HERITAGE RESIDENCES,OCR,1.349647854802293,103.87610430644358,11966.341463414634,15,Freehold
1446,TANAH MERAH KECHIL ROAD SOUTH,TANAH MERAH MANSION,OCR,1.384027497814554,103.88536925407176,8699.433612650118,16,Freehold
1447,PASIR RIS DRIVE 4,THE ESPARIS,OCR,1.3970965278093648,103.93254211419554,7956.794773124099,18,99 yrs lease commencing from 2002
1448,YIO CHU KANG ROAD,RESIDENTIAL APARTMENTS,OCR,1.3095731082445008,103.92453838877108,7569.246364653244,19,Freehold
1449,PUNGGOL WALK,A TREASURE TROVE,OCR,1.3368878750609836,103.96870307474316,11498.810634799103,19,99 yrs lease commencing from 2011
1450,GLASGOW ROAD,GLASGOW RESIDENCE,OCR,1.3150806546435891,103.92512721995546,12793.843583317268,19,999 yrs lease commencing from 1886
1451,MARIAM WAY,BALLOTA PARK CONDOMINIUM,OCR,1.4053097984608938,103.92166710992224,8085.466439319151,17,Freehold
1452,MANGIS ROAD,KATONG APARTMENTS,RCR,1.3404404860464865,103.87656019615339,10680.175351931079,15,Freehold
1453,UPPER EAST COAST ROAD,UBER 388,OCR,1.3759521595356292,103.87719678895279,14721.751543768129,16,Freehold
1454,JANSEN ROAD,RESIDENCES @ JANSEN,OCR,1.3128240079279563,103.92323152468025,10865.018189860994,19,999 yrs lease commencing from 1876
1455,DUKU ROAD,THE LUSH,RCR,1.3417594647698,103.8725149502541,13921.22084681529,15,Freehold
1456,UPPER SERANGOON ROAD,D'PAVILION,OCR,1.316921052629261,103.91986251458262,11482.792945920768,19,Freehold
